Id,SalePrice,Overall Qual,Total Bsmt SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Garage Cars,Central Air,Electrical,Fireplaces,Neighborhood,topqual,price_per_squareft,rooms_per_sq_score,tophoods,good_elec,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,newness
2077,109900,4,484.0,1242,1,4,1.0,0,SBrkr,0,Edwards,0,88.48631239935588,5.738183901373533,1,1,0,0,0,1,57
2930,188000,7,996.0,2000,2,9,3.0,1,SBrkr,1,Mitchel,1,94.0,5.403677882205863,2,1,0,0,0,0,12
737,132500,6,780.0,1412,1,6,1.0,1,FuseF,1,BrkSide,0,93.83852691218131,5.461002948825133,1,0,0,0,0,0,59
837,143000,5,990.0,990,1,5,1.0,1,SBrkr,0,CollgCr,0,144.44444444444446,5.288267030694535,3,1,0,0,0,0,15
2086,125000,5,1342.0,1342,1,7,1.0,1,SBrkr,0,Edwards,0,93.14456035767512,5.256006168476314,1,1,0,0,0,0,56
2385,415000,9,1868.0,1868,2,7,3.0,1,SBrkr,1,NridgHt,1,222.1627408993576,5.586713469733475,4,1,0,0,0,0,1
189,125500,4,622.0,1363,1,6,2.0,1,SBrkr,0,OldTown,0,92.07630227439472,5.425683962468478,1,1,0,1,0,0,60
635,139000,6,1240.0,1632,2,6,1.0,1,SBrkr,1,NAmes,0,85.17156862745098,5.605802066295998,2,1,0,1,0,0,21
432,451950,10,1722.0,2296,2,10,3.0,1,SBrkr,1,NridgHt,1,196.84233449477352,5.436338664445412,4,1,0,0,0,0,1
900,119900,5,1678.0,1678,2,10,0.0,1,SBrkr,0,Edwards,0,71.45411203814065,5.122772794033106,1,1,0,0,0,1,50
966,220000,8,1267.0,1296,2,6,2.0,1,SBrkr,0,Timber,1,169.7530864197531,5.375278407684165,4,1,0,0,0,0,7
1612,167300,6,1587.0,1587,2,7,2.0,1,SBrkr,1,NAmes,0,105.41902961562697,5.423690571471096,2,1,0,0,0,1,36
904,122000,5,720.0,1298,1,6,1.0,1,SBrkr,2,Edwards,0,93.99075500770417,5.37682042803598,1,1,0,0,0,0,59
2487,125000,5,1728.0,1728,2,10,2.0,1,SBrkr,0,Sawyer,0,72.33796296296296,5.152134856369956,2,1,0,0,0,1,43
1304,112500,5,928.0,928,1,5,1.0,1,FuseA,0,OldTown,0,121.22844827586206,5.2235938203521,1,0,0,1,0,0,51
2112,191000,7,879.0,1795,2,7,2.0,1,SBrkr,0,CollgCr,1,106.40668523676881,5.546850151867066,3,1,0,0,0,0,1
1244,136000,6,1080.0,1080,1,5,1.0,1,SBrkr,0,NAmes,0,125.92592592592592,5.375278407684165,2,1,0,1,0,0,50
843,197900,7,866.0,1779,2,6,2.0,1,SBrkr,0,CollgCr,1,111.24227093872962,5.69204721843778,3,1,0,0,0,0,11
2689,117000,6,485.0,1635,1,5,1.0,1,SBrkr,0,OldTown,0,71.55963302752293,5.7899601708972535,1,1,0,1,0,0,3
2753,194000,7,1199.0,1220,2,6,2.0,1,SBrkr,0,CollgCr,1,159.01639344262296,5.314846668499247,3,1,0,0,0,0,0
1169,285000,9,1310.0,1310,1,5,2.0,1,SBrkr,1,Somerst,1,217.55725190839695,5.568344503761097,4,1,0,0,0,0,7
1376,127500,5,644.0,1355,2,6,0.0,1,SBrkr,0,Edwards,0,94.09594095940959,5.419797264085746,1,1,0,1,0,0,9
2503,268000,7,1095.0,2295,2,9,2.0,1,SBrkr,1,NoRidge,1,116.7755991285403,5.541263545158426,4,1,0,0,0,0,6
1987,137000,4,1075.0,1798,2,7,2.0,1,SBrkr,0,OldTown,0,76.19577308120134,5.548520065976252,1,1,0,0,0,0,57
1190,215000,7,1620.0,1620,2,8,2.0,1,SBrkr,1,NWAmes,1,132.71604938271605,5.310739886546594,3,1,0,0,0,0,41
1930,129500,5,1216.0,1216,1,5,1.0,1,SBrkr,0,NAmes,0,106.4967105263158,5.493884150092012,2,1,0,0,0,1,52
2677,115000,5,896.0,1344,1,7,1.0,1,FuseA,0,BrkSide,0,85.56547619047619,5.2574953720277815,1,0,0,1,0,0,56
1256,114000,5,747.0,1159,1,5,1.0,1,SBrkr,0,OldTown,0,98.36065573770492,5.445874930905651,1,1,0,0,0,1,58
2484,107000,4,1056.0,1056,1,5,1.0,1,SBrkr,0,SawyerW,0,101.32575757575758,5.352805551832106,2,1,0,0,0,1,40
1253,118500,5,832.0,1216,1,6,1.0,1,SBrkr,0,NAmes,0,97.45065789473684,5.311562593298057,2,1,0,0,0,1,58
1337,120000,6,862.0,1158,1,5,1.0,1,SBrkr,1,BrkSide,0,103.62694300518135,5.4450117456988405,1,1,0,0,0,1,58
1788,260000,8,1538.0,1538,2,7,2.0,1,SBrkr,0,Somerst,1,169.05071521456438,5.392328001010276,4,1,0,0,0,0,2
141,136000,5,1143.0,1143,1,6,1.0,1,SBrkr,0,NAmes,0,118.98512685914261,5.249652194566756,2,1,0,0,0,1,51
1669,123000,4,858.0,872,1,5,4.0,1,SBrkr,0,NAmes,0,141.05504587155963,5.161351511474879,2,1,0,0,0,1,36
1366,89500,6,319.0,1406,1,6,0.0,1,FuseA,0,IDOTRR,0,63.65576102418208,5.456744603142555,1,0,0,0,0,1,58
52,199500,6,1324.0,1324,2,6,2.0,1,SBrkr,0,Gilbert,0,150.6797583081571,5.396653267268898,3,1,0,0,0,0,5
1380,109900,5,876.0,904,1,6,1.0,1,SBrkr,0,Sawyer,0,121.570796460177,5.015069891164122,2,1,0,0,0,1,42
919,234000,7,1276.0,2080,1,9,1.0,1,SBrkr,2,Crawfor,1,112.5,5.442898595359145,3,1,0,0,0,0,5
2804,155900,6,848.0,848,1,3,2.0,1,SBrkr,1,CollgCr,0,183.8443396226415,5.644268347123793,3,1,0,0,0,0,2
782,161500,4,1104.0,1788,1,8,1.0,1,FuseA,2,ClearCr,0,90.32438478747204,5.409411414053624,3,0,0,0,0,0,20
956,137500,6,819.0,1344,1,7,2.0,1,FuseA,1,Timber,0,102.30654761904762,5.2574953720277815,4,0,0,1,0,0,51
187,76500,5,840.0,2256,2,12,0.0,0,FuseF,0,OldTown,0,33.909574468085104,5.236441962829949,1,0,1,0,0,0,60
2074,211000,6,1151.0,2060,2,8,2.0,1,SBrkr,1,ClearCr,0,102.42718446601941,5.551019720103791,3,1,0,0,0,1,18
1039,181000,6,1405.0,1337,2,5,2.0,1,SBrkr,0,NAmes,0,135.37771129394167,5.588745664667843,2,1,0,0,0,0,9
1210,174900,6,1127.0,1165,1,6,2.0,1,SBrkr,0,NAmes,0,150.12875536480686,5.268716896771746,2,1,0,0,0,1,42
2710,164500,5,1164.0,1320,1,6,2.0,1,SBrkr,2,Sawyer,0,124.62121212121212,5.393627546352362,2,1,0,0,0,0,40
44,214000,7,1517.0,1535,2,7,2.0,1,SBrkr,0,NridgHt,1,139.41368078175896,5.390375510965984,4,1,0,0,0,0,6
1026,185000,7,738.0,2044,2,7,2.0,1,SBrkr,1,NWAmes,1,90.50880626223092,5.676753802268282,3,1,0,0,0,1,20
1343,123000,4,704.0,1136,1,6,1.0,1,SBrkr,0,BrkSide,0,108.27464788732394,5.243509130053042,1,1,0,0,0,0,58
2248,183500,6,1001.0,1299,2,5,2.0,1,SBrkr,1,Mitchel,0,141.26250962278675,5.559912104236499,2,1,0,0,0,1,28
1849,174000,8,776.0,1441,2,5,2.0,1,SBrkr,0,Somerst,1,120.74947952810548,5.663654683565421,4,1,0,0,0,0,7
2076,130000,5,1073.0,1630,2,6,2.0,1,SBrkr,1,Edwards,0,79.75460122699387,5.604575824572753,1,1,0,0,0,1,54
2641,178000,7,728.0,1641,1,6,2.0,1,SBrkr,1,OldTown,1,108.47044485070079,5.611301621862036,1,1,0,0,0,0,16
5,189900,5,928.0,1629,2,6,2.0,1,SBrkr,1,Gilbert,0,116.57458563535911,5.60396213937399,3,1,0,1,0,0,12
878,144000,6,848.0,848,1,4,2.0,1,SBrkr,0,CollgCr,0,169.81132075471697,5.356586274672012,3,1,0,0,0,0,5
1548,120500,6,816.0,816,1,5,1.0,1,SBrkr,0,IDOTRR,0,147.67156862745097,5.094976442530006,1,1,0,0,0,0,1
841,145000,5,1097.0,1097,1,6,2.0,1,SBrkr,0,CollgCr,0,132.17866909753874,5.2085749910471755,3,1,0,0,0,0,14
1621,251000,8,1494.0,1652,2,6,2.0,1,SBrkr,0,StoneBr,1,151.9370460048426,5.6179824848528686,4,1,0,0,0,0,7
218,136500,4,1768.0,1768,2,8,0.0,0,SBrkr,0,Sawyer,0,77.20588235294117,5.3981627015177525,2,1,0,0,0,1,42
1504,82500,4,0.0,1152,2,6,0.0,0,FuseF,0,Edwards,0,71.61458333333333,5.2574953720277815,1,0,0,0,0,1,53
946,57625,2,0.0,810,1,4,1.0,0,FuseA,0,IDOTRR,0,71.14197530864197,5.310739886546594,1,0,0,0,0,1,59
455,212500,7,1350.0,1358,2,6,2.0,1,SBrkr,1,NridgHt,1,156.480117820324,5.422008838890586,4,1,0,0,0,0,1
2906,164000,6,1216.0,1216,2,5,2.0,1,SBrkr,0,Mitchel,0,134.8684210526316,5.493884150092012,2,1,0,0,0,0,8
2878,139000,6,967.0,1638,2,6,1.0,1,SBrkr,0,IDOTRR,0,84.85958485958486,5.60947179518496,1,1,0,1,0,0,49
1173,160000,7,600.0,1252,2,4,2.0,1,SBrkr,0,Somerst,1,127.79552715654953,5.746203190540153,4,1,0,0,0,0,8
985,149000,5,828.0,883,1,5,2.0,1,SBrkr,1,Mitchel,0,168.74292185730465,5.173887288169859,2,1,0,0,0,1,16
975,130000,5,864.0,874,1,5,1.0,1,SBrkr,0,Mitchel,0,148.74141876430207,5.163642463221435,2,1,0,0,0,1,41
202,140000,7,576.0,1710,2,9,2.0,1,SBrkr,0,OldTown,1,81.87134502923976,5.247024072160486,1,1,0,1,0,0,60
528,264500,8,1836.0,1836,2,8,2.0,1,SBrkr,1,Somerst,1,144.0631808278867,5.4359030295006,4,1,0,0,0,0,0
2579,141000,5,1092.0,1092,1,6,1.0,1,FuseA,1,NAmes,0,129.12087912087912,5.204006687076795,2,0,0,0,0,1,49
1841,199900,7,1241.0,1241,1,4,2.0,1,SBrkr,0,Somerst,1,161.07977437550363,5.737378424084716,4,1,0,0,0,0,0
591,167900,6,1350.0,1334,2,6,2.0,1,SBrkr,1,NWAmes,0,125.86206896551724,5.404177757247514,3,1,0,0,0,1,32
1897,181900,6,1144.0,1429,1,7,2.0,1,SBrkr,2,NAmes,0,127.29181245626312,5.318820028874554,2,1,0,0,0,0,20
70,262500,8,1566.0,1566,2,7,2.0,1,SBrkr,0,Somerst,1,167.62452107279694,5.410369727495435,4,1,0,0,0,0,2
590,230000,7,908.0,2288,1,8,2.0,1,SBrkr,2,NWAmes,1,100.52447552447552,5.655991810819852,3,1,0,0,0,0,17
1172,328900,9,1698.0,1709,2,5,2.0,1,SBrkr,1,Somerst,1,192.45172615564658,5.83422577068149,4,1,0,0,0,0,8
1714,232698,8,1721.0,1721,2,7,2.0,1,SBrkr,0,NridgHt,1,135.21092388146425,5.504750647156226,4,1,0,0,0,0,2
829,221800,8,1254.0,1254,2,5,3.0,1,SBrkr,0,CollgCr,1,176.87400318979266,5.524655808758766,3,1,0,0,0,0,1
1397,152400,5,576.0,1350,1,6,3.0,1,SBrkr,0,Sawyer,0,112.88888888888889,5.41610040220442,2,1,0,1,0,0,35
877,213000,7,1630.0,1630,2,6,2.0,1,SBrkr,1,CollgCr,1,130.67484662576686,5.604575824572753,3,1,0,0,0,0,8
2477,184900,7,784.0,1585,2,7,2.0,1,SBrkr,0,SawyerW,1,116.65615141955836,5.422429537256067,2,1,0,0,0,0,1
2871,157000,5,1165.0,1336,1,5,1.0,1,SBrkr,2,Crawfor,0,117.51497005988024,5.58799744166249,3,1,0,0,0,1,53
2489,144000,5,864.0,1211,1,6,2.0,1,SBrkr,1,Sawyer,0,118.90999174236168,5.307442274325037,2,1,0,1,0,0,4
1655,192350,6,1259.0,1353,2,5,2.0,1,SBrkr,1,NWAmes,0,142.16555801921655,5.600641715736688,3,1,0,0,0,0,8
1891,163500,7,1174.0,1200,2,6,2.0,1,SBrkr,1,NAmes,1,136.25,5.298317366548036,2,1,0,0,0,0,41
1419,262280,7,1475.0,2329,2,10,2.0,1,SBrkr,1,SawyerW,1,112.61485616144267,5.450609176890295,2,1,0,0,0,0,18
1473,214000,7,1536.0,1536,2,7,2.0,1,SBrkr,0,CollgCr,1,139.32291666666666,5.391026764652304,3,1,0,0,0,0,5
2868,230000,6,1073.0,1811,1,6,2.0,1,SBrkr,1,Crawfor,0,127.00165654334621,5.709874988655359,3,1,0,0,0,0,2
1695,280000,7,1063.0,2172,2,9,3.0,1,SBrkr,1,NridgHt,1,128.9134438305709,5.486179103717607,4,1,0,0,0,0,1
2244,140000,4,1073.0,1073,1,6,2.0,1,FuseA,0,IDOTRR,0,130.47530288909599,5.186454273402643,1,0,0,1,0,0,27
169,155000,6,756.0,1839,1,7,2.0,1,SBrkr,1,NAmes,0,84.28493746601414,5.571067075549008,2,1,0,0,0,1,44
2670,64500,3,1020.0,1020,1,5,0.0,0,FuseP,0,IDOTRR,0,63.23529411764706,5.318119993844216,1,0,1,0,0,0,56
247,218000,6,946.0,1802,2,8,4.0,1,SBrkr,1,SawyerW,0,120.97669256381798,5.417210896488447,2,1,0,0,0,0,17
2137,160000,5,995.0,1009,2,6,2.0,1,SBrkr,1,CollgCr,0,158.57284440039643,5.124955551125554,3,1,0,0,0,1,30
1794,208900,8,1338.0,1338,2,6,2.0,1,SBrkr,0,Somerst,1,156.12855007473843,5.407171771460119,4,1,0,0,0,0,0
1164,146000,7,689.0,1392,2,5,2.0,1,SBrkr,0,Somerst,1,104.88505747126437,5.629058928460265,4,1,0,0,0,0,1
1179,245500,8,1260.0,1288,1,4,2.0,1,SBrkr,2,Veenker,1,190.6055900621118,5.7745515455444085,4,1,0,0,0,0,12
1340,113000,6,992.0,1013,1,6,1.0,1,SBrkr,0,BrkSide,0,111.54985192497531,5.128912035020629,1,1,0,0,0,0,58
436,296000,8,1782.0,1782,2,7,3.0,1,SBrkr,2,NridgHt,1,166.10549943883277,5.539581458975442,4,1,0,0,0,0,4
1636,377426,9,1922.0,1922,2,8,3.0,1,SBrkr,1,StoneBr,1,196.37148803329865,5.481680047850402,4,1,0,0,0,0,1
421,337500,10,1700.0,1718,2,7,3.0,1,SBrkr,1,NridgHt,1,196.44935972060534,5.503005953488888,4,1,0,0,0,0,2
457,552000,10,2492.0,2492,2,8,3.0,1,SBrkr,1,NridgHt,1,221.50882825040128,5.741399338227508,4,1,0,0,0,0,4
2834,97900,4,624.0,936,1,5,1.0,1,SBrkr,0,Edwards,0,104.59401709401709,5.232177564043492,1,1,0,0,0,0,56
517,208300,6,1218.0,1218,2,4,2.0,1,SBrkr,0,Somerst,0,171.01806239737274,5.718671087149952,4,1,0,0,0,0,0
1566,213000,7,910.0,1820,2,8,3.0,1,SBrkr,1,Mitchel,1,117.03296703296704,5.427150238391005,2,1,0,0,0,0,11
1439,188000,7,880.0,1724,2,8,2.0,1,SBrkr,0,CollgCr,1,109.04872389791183,5.372960909543803,3,1,0,0,0,0,9
2577,162000,6,1121.0,1336,1,7,2.0,1,FuseA,1,NAmes,0,121.25748502994011,5.251525205041278,2,0,0,0,0,0,48
2241,152000,5,910.0,1558,1,6,1.0,1,FuseA,0,IDOTRR,0,97.5609756097561,5.559398757202638,1,0,0,0,0,1,57
71,254900,7,991.0,1947,2,8,2.0,1,SBrkr,1,Somerst,1,130.91936312275294,5.494603463692364,4,1,0,0,0,0,5
1143,189000,7,832.0,1657,2,6,2.0,1,SBrkr,0,SawyerW,1,114.06155703077852,5.621004548198508,2,1,0,0,0,0,13
1021,235000,7,2048.0,2064,2,7,2.0,1,SBrkr,2,NWAmes,1,113.85658914728683,5.68649097754614,3,1,0,0,0,1,30
1416,125000,5,1164.0,1164,1,5,1.0,0,SBrkr,0,Edwards,0,107.38831615120274,5.450179715857283,1,1,0,0,0,1,58
35,120000,7,836.0,836,1,4,1.0,1,SBrkr,0,NPkVill,1,143.54066985645932,5.342334251964811,2,1,0,0,0,0,35
2904,81500,1,0.0,1600,1,6,1.0,1,FuseA,0,Mitchel,0,50.9375,5.585999438999818,2,0,0,0,0,1,55
2174,118500,6,816.0,816,1,5,0.0,1,SBrkr,0,Edwards,0,145.22058823529412,5.094976442530006,1,1,0,0,0,1,17
522,370878,9,1766.0,1766,2,7,3.0,1,SBrkr,1,Somerst,1,210.0101925254813,5.530562232108592,4,1,0,0,0,0,0
2211,145000,5,1001.0,2002,2,8,3.0,0,FuseA,0,Crawfor,0,72.42757242757243,5.52246041819533,3,0,0,0,0,1,57
1539,311500,7,798.0,1954,1,8,2.0,1,SBrkr,2,Crawfor,1,159.41658137154556,5.498192290922892,3,1,0,0,0,0,2
2420,210250,7,1220.0,1364,2,6,2.0,1,SBrkr,1,Blmngtn,1,154.14222873900295,5.426417369175352,3,1,0,0,0,0,0
2779,200000,7,916.0,1861,2,8,2.0,1,SBrkr,0,CollgCr,1,107.46910263299301,5.449427714962415,3,1,0,0,0,0,4
953,126000,5,0.0,1734,2,8,2.0,1,SBrkr,0,Mitchel,0,72.66435986159169,5.3787446156606515,2,1,0,0,0,1,32
658,114000,4,405.0,1039,1,6,1.0,1,SBrkr,0,OldTown,0,109.720885466795,5.154254521871172,1,1,0,1,0,0,6
714,87500,4,677.0,1510,2,7,2.0,1,SBrkr,0,OldTown,0,57.94701986754967,5.373954780753657,1,1,0,0,0,1,59
1637,349265,8,1149.0,2541,3,10,3.0,1,SBrkr,1,StoneBr,1,137.45179063360882,5.537727890326118,4,1,0,0,0,0,2
538,203000,8,1512.0,1512,2,6,3.0,1,SBrkr,0,SawyerW,1,134.25925925925927,5.529429087511423,2,1,0,0,0,0,5
546,189000,7,1454.0,1434,2,6,2.0,1,SBrkr,1,SawyerW,1,131.79916317991632,5.476463551931511,2,1,0,0,0,0,8
533,209000,7,812.0,1653,2,6,2.0,1,SBrkr,0,Somerst,1,126.4367816091954,5.6185876285929695,4,1,0,0,0,0,6
718,160000,6,917.0,2007,2,8,1.0,1,FuseA,0,OldTown,0,79.72097658196313,5.524954807116502,1,0,0,1,0,0,59
1830,129000,5,1037.0,1037,1,5,2.0,1,SBrkr,0,Sawyer,0,124.39729990356798,5.334649295795427,2,1,0,0,0,1,33
2929,170000,5,1389.0,1389,1,6,2.0,1,SBrkr,1,Mitchel,0,122.39020878329734,5.444579873526289,2,1,0,1,0,0,31
2207,90350,5,440.0,694,1,4,1.0,0,SBrkr,1,Crawfor,0,130.18731988472624,5.156177599386914,3,1,0,0,0,1,5
1417,79000,6,572.0,1096,1,5,0.0,0,FuseF,0,Edwards,0,72.08029197080292,5.389984555073861,1,0,1,0,0,0,58
2787,149900,5,894.0,894,1,5,2.0,1,SBrkr,0,CollgCr,0,167.67337807606265,5.186267862739414,3,1,0,0,0,1,34
1037,123000,5,864.0,864,1,5,2.0,1,SBrkr,0,NAmes,0,142.36111111111111,5.152134856369956,2,1,0,0,0,1,37
2659,87000,4,1095.0,1774,2,8,3.0,0,SBrkr,0,OldTown,0,49.041713641488165,5.401550621189688,1,1,1,0,0,0,56
1567,171000,6,1096.0,1118,1,6,1.0,1,SBrkr,1,Mitchel,0,152.95169946332737,5.227537184486989,2,1,0,0,0,1,31
1225,119000,6,1032.0,1252,1,6,1.0,1,FuseA,0,NAmes,0,95.0479233226837,5.340738082431989,2,0,0,0,0,1,58
685,132500,5,1148.0,1148,1,6,1.0,1,SBrkr,0,NAmes,0,115.41811846689896,5.254017107651457,2,1,0,0,0,1,50
1358,161000,8,588.0,1666,1,7,1.0,1,SBrkr,1,OldTown,1,96.63865546218487,5.472270673671475,1,1,1,0,0,0,12
1461,274000,9,1357.0,1947,2,7,3.0,1,SBrkr,1,CollgCr,1,140.72932717000515,5.628134856316886,3,1,0,0,0,0,6
221,125000,5,912.0,912,1,5,1.0,1,SBrkr,1,Sawyer,0,137.06140350877192,5.206202077640231,2,1,0,0,0,1,43
2187,98500,5,1195.0,1195,2,8,0.0,0,SBrkr,0,Edwards,0,82.42677824267783,5.006459922685775,1,1,0,0,0,1,57
2504,262000,8,1624.0,1624,2,5,3.0,1,SBrkr,1,NoRidge,1,161.33004926108376,5.783209608287523,4,1,0,0,0,0,11
855,134900,5,914.0,914,1,5,2.0,1,SBrkr,0,CollgCr,0,147.5929978118162,5.20839265902005,3,1,0,0,0,1,30
2258,170000,5,1350.0,1328,1,5,1.0,1,SBrkr,2,Timber,0,128.0120481927711,5.5819914176022785,4,1,0,1,0,0,48
2205,135000,6,686.0,1461,1,6,1.0,1,SBrkr,1,Crawfor,0,92.40246406570841,5.495116942522644,3,1,0,0,0,1,16
1158,290000,6,930.0,2683,2,9,2.0,1,SBrkr,2,NoRidge,0,108.0879612374208,5.697466273089405,4,1,0,0,0,0,17
1741,173500,7,1246.0,1258,2,6,2.0,1,SBrkr,0,Gilbert,1,137.91732909379968,5.345518968032331,3,1,0,0,0,0,0
2735,225000,5,896.0,2008,3,8,1.0,1,SBrkr,0,Edwards,0,112.05179282868527,5.5254529391317835,1,1,0,0,0,0,4
1888,140500,5,864.0,1187,1,6,2.0,1,SBrkr,1,NAmes,0,118.36562763268745,5.287424925381613,2,1,0,0,0,1,46
2121,126000,5,990.0,990,1,5,1.0,1,SBrkr,0,CollgCr,0,127.27272727272727,5.288267030694535,3,1,0,1,0,0,13
1176,170000,8,960.0,1586,2,7,2.0,1,SBrkr,0,Somerst,1,107.18789407313997,5.4230602531394805,4,1,0,0,0,0,9
2773,156000,5,990.0,990,1,5,2.0,1,SBrkr,0,CollgCr,0,157.57575757575756,5.288267030694535,3,1,0,0,0,0,11
2619,207500,5,1484.0,1600,1,6,1.0,1,SBrkr,2,NAmes,0,129.6875,5.585999438999818,2,1,0,0,0,1,9
1796,255000,8,896.0,1792,2,8,2.0,1,SBrkr,0,Somerst,1,142.29910714285714,5.4116460518550396,4,1,0,0,0,0,0
1598,94900,4,462.0,988,1,4,1.0,1,SBrkr,1,MeadowV,0,96.05263157894737,5.5093883366279774,1,1,0,0,0,1,35
1965,140000,5,1170.0,1170,1,6,1.0,1,SBrkr,1,NAmes,0,119.65811965811966,5.272999558563747,2,1,0,0,0,1,49
2651,96900,3,738.0,1376,1,7,1.0,1,FuseA,0,OldTown,0,70.42151162790698,5.2810258694379755,1,0,0,1,0,0,56
609,154000,5,1154.0,1154,1,6,2.0,1,SBrkr,1,NAmes,0,133.44887348353552,5.25922997783999,2,1,0,0,0,0,43
1990,184900,8,725.0,1772,2,7,2.0,0,SBrkr,0,OldTown,1,104.34537246049662,5.533953982109713,1,1,0,0,0,0,8
1053,385000,10,2078.0,2084,2,7,3.0,1,SBrkr,1,NridgHt,1,184.74088291746642,5.696134253817944,4,1,0,0,0,0,0
2877,106500,4,951.0,951,1,6,1.0,0,SBrkr,0,IDOTRR,0,111.98738170347004,5.065754593317335,1,1,0,0,0,0,56
497,327000,8,1455.0,2687,2,10,3.0,1,SBrkr,2,NoRidge,1,121.6970599181243,5.593595515621446,4,1,0,0,0,0,9
514,468000,9,2458.0,2490,2,9,3.0,1,SBrkr,2,Somerst,1,187.95180722891567,5.622813412122534,4,1,0,0,0,0,3
759,135000,6,1204.0,1666,1,4,1.0,1,FuseA,0,IDOTRR,0,81.03241296518607,6.031886461606898,1,0,0,0,0,1,59
2474,142500,6,1141.0,1141,1,6,2.0,1,SBrkr,0,SawyerW,0,124.89044697633655,5.24790088063402,2,1,0,0,0,0,1
1193,141000,5,732.0,1464,1,7,2.0,1,SBrkr,0,NAmes,0,96.31147540983606,5.343017545465943,2,1,0,0,0,0,40
1415,107500,5,1117.0,1347,1,5,0.0,1,SBrkr,0,Edwards,0,79.80697847067557,5.596197263976263,1,1,0,0,0,1,17
2048,108500,5,672.0,1282,1,4,1.0,0,SBrkr,0,SWISU,0,84.63338533541342,5.7698822763607245,1,1,0,0,0,1,28
2483,150000,6,636.0,1320,2,6,2.0,1,SBrkr,0,SawyerW,0,113.63636363636364,5.393627546352362,2,1,0,0,0,0,12
2883,78000,3,216.0,936,1,6,0.0,0,SBrkr,0,IDOTRR,0,83.33333333333333,5.049856007249537,1,1,1,0,0,0,56
1111,235128,8,1580.0,1580,2,7,3.0,1,SBrkr,0,Somerst,1,148.81518987341772,5.419269976965699,4,1,0,0,0,0,0
2072,302000,7,1643.0,1824,2,5,2.0,1,SBrkr,2,ClearCr,1,165.5701754385965,5.899349258200177,3,1,0,0,0,1,5
1450,163000,5,864.0,1558,2,5,2.0,1,SBrkr,0,CollgCr,0,104.62130937098844,5.741720313996593,3,1,0,0,0,1,7
274,84900,3,0.0,640,1,5,1.0,0,SBrkr,0,Edwards,0,132.65625,4.852030263919617,1,1,0,0,0,1,3
413,147000,6,855.0,1322,2,6,2.0,1,SBrkr,1,NPkVill,0,111.19515885022693,5.395141551183577,2,1,0,0,0,1,35
751,155000,7,910.0,1826,1,7,1.0,1,SBrkr,1,OldTown,1,84.88499452354874,5.5639729120996,1,1,0,0,0,0,4
2897,180000,7,1309.0,1339,2,6,2.0,1,SBrkr,1,Timber,1,134.42867811799852,5.407918876463118,4,1,0,0,0,1,16
207,55000,4,0.0,1092,2,7,0.0,0,SBrkr,0,IDOTRR,0,50.366300366300365,5.049856007249537,1,1,1,0,0,0,60
2269,187500,7,868.0,1146,2,6,2.0,1,SBrkr,1,Timber,1,163.61256544502618,5.25227342804663,4,1,0,0,0,0,4
891,125000,6,1041.0,1125,1,6,1.0,1,SBrkr,1,Edwards,0,111.11111111111111,5.233778845410465,1,1,0,0,0,0,33
2863,250000,7,1017.0,2057,1,6,1.0,1,SBrkr,1,Crawfor,1,121.53621779290228,5.837244420424902,3,1,0,1,0,0,19
1298,78000,5,481.0,899,1,5,1.0,0,FuseA,0,OldTown,0,86.7630700778643,5.19184512203752,1,0,0,0,0,1,58
1292,118000,4,828.0,1594,2,9,0.0,1,FuseA,0,OldTown,0,74.0276035131744,5.176777282013941,1,0,0,1,0,0,12
1687,318000,8,1694.0,1694,2,7,3.0,1,SBrkr,0,NridgHt,1,187.72136953955135,5.488937726156687,4,1,0,0,0,0,0
2749,215000,8,777.0,1911,2,8,2.0,1,SBrkr,1,SawyerW,1,112.50654107796964,5.475940402560437,2,1,0,0,0,0,12
2875,72000,4,432.0,672,1,4,0.0,0,FuseA,0,IDOTRR,0,107.14285714285714,5.123963979403259,1,0,0,0,0,1,56
1029,180000,6,1193.0,1523,2,7,2.0,1,SBrkr,1,NWAmes,0,118.18778726198293,5.382527203839849,3,1,0,0,0,1,32
1581,184000,6,1606.0,1651,2,7,2.0,1,SBrkr,1,Timber,0,111.44760751059964,5.463226294864815,4,1,0,0,0,1,22
612,124500,5,1041.0,1041,1,6,1.0,1,SBrkr,0,NAmes,0,119.59654178674351,5.156177599386914,2,1,0,0,0,0,50
139,135000,5,1604.0,1604,2,8,2.0,1,SBrkr,0,NAmes,0,84.16458852867831,5.300814246746624,2,1,0,0,0,1,52
1335,164900,6,981.0,1672,1,6,1.0,1,SBrkr,1,BrkSide,0,98.6244019138756,5.630016324416592,1,1,0,0,0,0,19
2531,140000,7,1164.0,1164,1,6,2.0,1,SBrkr,0,NWAmes,1,120.27491408934708,5.267858159063328,3,1,0,0,0,1,37
681,128000,5,1041.0,1041,1,6,1.0,1,SBrkr,0,NAmes,0,122.95869356388089,5.156177599386914,2,1,0,1,0,0,51
1383,153000,6,450.0,1034,1,6,2.0,1,SBrkr,1,Sawyer,0,147.96905222437138,5.149430585840319,2,1,0,0,0,0,30
1359,127500,6,796.0,1609,1,7,1.0,1,SBrkr,0,OldTown,0,79.24176507147297,5.43745799793707,1,1,0,0,0,0,58
